Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude
"Kabbelvej 41,  7620 Lemvig",https://www.boliga.dk/adresse/kabbelvej-41-7620-lemvig-1406147512,Landejendom med 6 værelser,3.495.000 kr.,6,170 m²,64.257 m²,56.563667,8.325866
"Gadensvej 1, Hørby,  9300 Sæby",https://www.boliga.dk/adresse/gadensvej-1-9300-saeby-1288166001,Villa med 7 værelser,-7%  695.000 kr.,7,211 m²,1.830 m²,57.322778,10.379785
"Gl. Ribevej 72, Herslev,  7000 Fredericia",https://www.boliga.dk/adresse/gl-ribevej-72-7000-fredericia-1488867021,Villa med 10 værelser,-28%  1.295.000 kr.,10,403 m²,2.145 m²,,
"Gatten Møllevej 83, Gatten,  9640 Farsø",https://www.boliga.dk/adresse/gatten-moellevej-83-9640-farsoe-74835289,Fritidshus med 2 værelser,-17%  997.000 kr.,2,74 m²,14.200 m²,56.885988,9.391766
"Ingstrup Møllevej 13, Ingstrup,  8830 Tjele",https://www.boliga.dk/adresse/ingstrup-moellevej-13-8830-tjele-469768869,Landejendom med 7 værelser,1.695.000 kr.,7,142 m²,20.000 m²,56.480295,9.549447
"Vonsbækvej 92, Vonsbæk,  6100 Haderslev",https://www.boliga.dk/adresse/vonsbaekvej-92-6100-haderslev-1781415508,Villa med 5 værelser,-3%  1.650.000 kr.,5,143 m²,1.508 m²,55.2854565,9.5974857
"Lundevej 4, Korinth,  5600 Faaborg",https://www.boliga.dk/adresse/lundevej-4-5600-faaborg-1990834072,Villa med 5 værelser,-18%  895.000 kr.,5,144 m²,1.722 m²,55.147248,10.328397
"Steffensvej 1,  4780 Stege",https://www.boliga.dk/adresse/steffensvej-1-4780-stege-1006452748,Villa med 5 værelser,-26%  595.000 kr.,5,130 m²,2.608 m²,54.959382,12.245686
"Bjærgevej 6,  6853 Vejers Strand",https://www.boliga.dk/adresse/bjaergevej-6-6853-vejers-strand-1059343388,Fritidshus med 6 værelser,5.995.000 kr.,6,197 m²,2.422 m²,55.630682,8.124159
"Faurholtvej 31,  9900 Frederikshavn",https://www.boliga.dk/adresse/faurholtvej-31-9900-frederikshavn-964823425,Villa med 6 værelser,1.895.000 kr.,6,233 m²,15.004 m²,57.435662,10.437591
"Krinkelkrog 3, Rindby Strand,  6720 Fanø",https://www.boliga.dk/adresse/krinkelkrog-3-6720-fanoe-1099003387,Fritidshus med 4 værelser,-3%  3.895.000 kr.,4,133 m²,1.570 m²,55.420701,8.37985
"Kærvænget 14, Humlum,  7600 Struer",https://www.boliga.dk/adresse/kaervaenget-14-7600-struer-1394096406,Villa med 6 værelser,-8%  1.095.000 kr.,6,161 m²,1.936 m²,56.538217,8.548677
"Dalsgårdvej 16, Mammen,  8850 Bjerringbro",https://www.boliga.dk/adresse/dalsgaardvej-16-8850-bjerringbro-725681470,Villa med 5 værelser,-19%  1.049.000 kr.,5,202 m²,1.630 m²,56.410608,9.609267
"Møllemarksvej 2,  5400 Bogense",https://www.boliga.dk/adresse/moellemarksvej-2-5400-bogense-1365432272,Villa med 4 værelser,-15%  1.695.000 kr.,4,122 m²,2.316 m²,55.517764,10.000541
"Bjergebakkevejen 6, Vestermarie,  3700 Rønne",https://www.boliga.dk/adresse/bjergebakkevejen-6-3700-roenne-1654233903,Villa med 4 værelser,-13%  2.295.000 kr.,4,162 m²,7.291 m²,55.119368,14.819003
"Ll Flyvholmvej 10A, Vrist,  7673 Harboøre",https://www.boliga.dk/adresse/ll-flyvholmvej-10a-7673-harbooere-1416554513,Fritidshus med 3 værelser,-4%  1.295.000 kr.,3,74 m²,2.500 m²,56.6171772,8.1569329
"Faarevejle Alle 1, Faarevejle,  5900 Rudkøbing",https://www.boliga.dk/adresse/faarevejle-alle-1-5900-rudkoebing-165070909,Villa med 5 værelser,-10%  2.695.000 kr.,5,162 m²,2.819 m²,54.908011,10.706022
"Frihedsmindevej 4, Brarup,  4840 Nørre Alslev",https://www.boliga.dk/adresse/frihedsmindevej-4-4840-noerre-alslev-1933408930,Villa med 18 værelser,-31%  3.345.000 kr.,18,427 m²,2.758 m²,54.88097,11.807056
"Strandvejen 61C, st. Dør/lejl. 104, Fanø Bad,  6720 Fanø",https://www.boliga.dk/adresse/strandvejen-61c-st-104-6720-fanoe-744396584,Fritidshus med 2 værelser,1.098.000 kr.,2,44 m²,16.076 m²,,
"Svollingvej 5, Vester Husby,  6990 Ulfborg",https://www.boliga.dk/adresse/svollingvej-5-6990-ulfborg-1578007594,Fritidshus med 4 værelser,-4%  1.395.000 kr.,4,81 m²,5.084 m²,,
"Maderupvej 49, Labølle,  5471 Søndersø",https://www.boliga.dk/adresse/maderupvej-49-5471-soendersoe-1699847779,Helårsgrund,450.000 kr.,6.000 m²,Ejerudgift: 266 kr. / md.,,,
"Vangvejen 12,  9690 Fjerritslev",https://www.boliga.dk/adresse/vangvejen-12-9690-fjerritslev-19712485,Villa med 7 værelser,-10%  1.895.000 kr.,7,275 m²,2.327 m²,57.047343,9.37016
"Ronesbanke 34,  4720 Præstø",https://www.boliga.dk/adresse/ronesbanke-34-4720-praestoe-1526613557,Villa med 5 værelser,-31%  895.000 kr.,5,164 m²,2.471 m²,55.089366,12.014667
"Agavevej 4G,  8420 Knebel",https://www.boliga.dk/adresse/agavevej-4g-8420-knebel-1042084495,Fritidshus med 0 værelser,1.845.000 kr.,0,95 m²,1.910 m²,,
"Gevnø Gade 23, Gevnø,  4660 Store Heddinge",https://www.boliga.dk/adresse/gevnoe-gade-23-4660-store-heddinge-73256864,Villa med 6 værelser,-8%  2.395.000 kr.,6,231 m²,4.303 m²,55.275227,12.29886
"Lunddalsvej 29A,  6800 Varde",https://www.boliga.dk/adresse/lunddalsvej-29a-6800-varde-989455367,Helårsgrund,-8%  1.695.000 kr.,1.904 m²,Ejerudgift: 1.448 kr. / md.,,55.625275,8.494254
"Årslev Bygade 15, Årslev,  6230 Rødekro",https://www.boliga.dk/adresse/aarslev-bygade-15-6230-roedekro-789570735,Landejendom med 10 værelser,-7%  3.250.000 kr.,10,350 m²,2.959 m²,55.027022,9.345621
"Gudenåvej 60, Voervadsbro,  8660 Skanderborg",https://www.boliga.dk/adresse/gudenaavej-60-8660-skanderborg-113669377,Villa med 9 værelser,-10%  4.500.000 kr.,9,450 m²,1.519 m²,56.013602,9.696327
"Mosegårdsvej 2, Sdr. Esterbølle,  5471 Søndersø",https://www.boliga.dk/adresse/mosegaardsvej-2-5471-soendersoe-587610025?e=1907756,Landejendom med 18 værelser,Pris er steget  86%  6.500.000 kr.,18,506 m²,293.365 m²,55.493448,10.151635
"Forbrovej 15, Vilslev,  6771 Gredstedbro",https://www.boliga.dk/adresse/forbrovej-15-6771-gredstedbro-545197095,Villa med 5 værelser,-13%  698.000 kr.,5,140 m²,20.000 m²,55.398518,8.722621
"Vesterballe 17, Horne,  5600 Faaborg",https://www.boliga.dk/adresse/vesterballe-17-5600-faaborg-201116280,Villa med 5 værelser,950.000 kr.,5,120 m²,2.060 m²,55.107845,10.166913
"Vinkelvej 5, Flemløse,  5620 Glamsbjerg",https://www.boliga.dk/adresse/vinkelvej-5-5620-glamsbjerg-531722552,Villa med 6 værelser,-25%  545.000 kr.,6,160 m²,2.070 m²,55.248203,10.069525
"Søborgvej 14, Glud,  7130 Juelsminde",https://www.boliga.dk/adresse/soeborgvej-14-7130-juelsminde-533533538?e=1905834,Helårsgrund,4.400.000 kr.,19.930 m²,Ejerudgift: 132 kr. / md.,,55.825385,10.01478
"Rødgranvej 10, Bøtø,  4873 Væggerløse",https://www.boliga.dk/adresse/roedgranvej-10-4873-vaeggerloese-980888757,Fritidshus med 2 værelser,-20%  1.995.000 kr.,2,120 m²,2.200 m²,,
"Egenæsvej 6, Atterup,  4571 Grevinge",https://www.boliga.dk/adresse/egenaesvej-6-4571-grevinge-1062760584,Villa med 6 værelser,-7%  2.775.000 kr.,6,148 m²,3.050 m²,55.80488,11.647784
"Sortebrovej 33,  5690 Tommerup",https://www.boliga.dk/adresse/sortebrovej-33-5690-tommerup-1771656748,Helårsgrund,-33%  995.000 kr.,8.976 m²,Ejerudgift: 271 kr. / md.,,55.33182,10.192738
"Taphedevej 13,  8800 Viborg",https://www.boliga.dk/adresse/taphedevej-13-8800-viborg-754145763?e=1904840,Landejendom med 6 værelser,-19%  2.995.000 kr.,6,194 m²,63.000 m²,56.46258,9.499468
"Tornbjerrevej 78, Haurvig,  6960 Hvide Sande",https://www.boliga.dk/adresse/tornbjerrevej-78-6960-hvide-sande-469169626,Fritidshus med 4 værelser,2.695.000 kr.,4,92 m²,2.084 m²,55.920505,8.171838
"Stenderupgårdvej 9,  6520 Toftlund",https://www.boliga.dk/adresse/stenderupgaardvej-9-6520-toftlund-926635841,Villa med 5 værelser,Pris er steget  11%  2.095.000 kr.,5,215 m²,10.266 m²,55.205283,9.032573
"Stationsvej 28, Uggerslev,  5450 Otterup",https://www.boliga.dk/adresse/stationsvej-28-5450-otterup-164502826,Villa med 9 værelser,-15%  1.590.000 kr.,9,254 m²,2.302 m²,55.530934,10.306667
"Skoletoften 16, Sevel,  7830 Vinderup",https://www.boliga.dk/adresse/skoletoften-16-7830-vinderup-1583359925,Villa med 4 værelser,1.595.000 kr.,4,136 m²,6.100 m²,56.456058,8.866002
"Rubyvej 42,  7620 Lemvig",https://www.boliga.dk/adresse/rubyvej-42-7620-lemvig-368704970,Villa med 5 værelser,-12%  2.195.000 kr.,5,196 m²,14.593 m²,56.462761,8.13291
"Hovedvejen 10, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/hovedvejen-10-9850-hirtshals-1968167580,Villa med 3 værelser,795.000 kr.,3,269 m²,4.344 m²,,
"Stenalt Markvej 12,  8950 Ørsted",https://www.boliga.dk/adresse/stenalt-markvej-12-8950-oersted-1463628171,Villa med 6 værelser,1.595.000 kr.,6,156 m²,10.995 m²,56.516508,10.292194
"Næssundvej 334, V Hvidbjerg,  7960 Karby",https://www.boliga.dk/adresse/naessundvej-334-7960-karby-518144657,Villa med 5 værelser,-10%  895.000 kr.,5,183 m²,1.842 m²,,
"Fragtrupvej 9, Fragtrup,  9640 Farsø",https://www.boliga.dk/adresse/fragtrupvej-9-9640-farsoe-2027972801,Landejendom med 4 værelser,-22%  725.000 kr.,4,138 m²,30.900 m²,,
"Skovvej 15D,  4291 Ruds Vedby",https://www.boliga.dk/adresse/skovvej-15d-4291-ruds-vedby-1998282836,Villa med 4 værelser,-11%  794.000 kr.,4,175 m²,3.809 m²,55.539358,11.381634
"Ingridsvej 2,  6857 Blåvand",https://www.boliga.dk/adresse/ingridsvej-2-6857-blaavand-1913508149,Fritidshus med 6 værelser,-2%  5.095.000 kr.,6,203 m²,3.328 m²,55.552739,8.109846
"Trekronervejen 357, Trekroner,  9690 Fjerritslev",https://www.boliga.dk/adresse/trekronervejen-357-9690-fjerritslev-1702412848,Landejendom med 7 værelser,-16%  690.000 kr.,7,195 m²,3.200 m²,57.046613,9.365493
"Røgildvej 55, Arentsminde,  9460 Brovst",https://www.boliga.dk/adresse/roegildvej-55-9460-brovst-1384310108,Landejendom med 5 værelser,-10%  1.250.000 kr.,5,157 m²,52.400 m²,57.125864,9.642066
"Tuenvej 587,  9870 Sindal",https://www.boliga.dk/adresse/tuenvej-587-9870-sindal-1732755108,Landejendom med 4 værelser,-5%  1.795.000 kr.,4,140 m²,50.446 m²,57.518754,10.333775
"Farsøvej 115, Sjørup,  9640 Farsø",https://www.boliga.dk/adresse/farsoevej-115-9640-farsoe-616769440,Villa med 6 værelser,-50%  395.000 kr.,6,204 m²,3.786 m²,,
"Smedebakken 16, Mygind,  8544 Mørke",https://www.boliga.dk/adresse/smedebakken-16-8544-moerke-1087563596,Villa med 5 værelser,1.448.000 kr.,5,201 m²,1.596 m²,56.385873,10.217217
"Sportsvej 5, Jernvedlund,  6771 Gredstedbro",https://www.boliga.dk/adresse/sportsvej-5-6771-gredstedbro-97522789,Helårsgrund,-18%  245.000 kr.,3.593 m²,Ejerudgift: 615 kr. / md.,,55.421759,8.799252
"Nybyvej 8, Ovstrup,  4863 Eskilstrup",https://www.boliga.dk/adresse/nybyvej-8-4863-eskilstrup-345029638,Villa med 5 værelser,-60%  595.000 kr.,5,256 m²,8.004 m²,54.8557,11.913264
"Vagtelvej 10,14,24, Draget,  7760 Hurup Thy",https://www.boliga.dk/adresse/vagtelvej-10-14-24-7760-hurup-thy-854519574,Fritidsgrund,275.000 kr.,3.847 m²,Ejerudgift: 1.289 kr. / md.,,,
"Kærbyvej 27 & 31, Nr. Rind,  8832 Skals",https://www.boliga.dk/adresse/kaerbyvej-27-8832-skals-996980273,Villa med 6 værelser,-25%  895.000 kr.,6,193 m²,1.812 m²,,
"Teglværksvej 49, Ølsted,  8723 Løsning",https://www.boliga.dk/adresse/teglvaerksvej-49-8723-loesning-555757681,Villa med 6 værelser,-30%  1.395.000 kr.,6,199 m²,10.466 m²,55.801796,9.751954
"Skinnerup Mark 3, Skinnerup,  7700 Thisted",https://www.boliga.dk/adresse/skinnerup-mark-3-7700-thisted-802839770,Villa med 7 værelser,-16%  1.795.000 kr.,7,280 m²,4.051 m²,56.995042,8.678141
"Skolebakken 19,  4900 Nakskov",https://www.boliga.dk/adresse/skolebakken-19-4900-nakskov-1353423040,Helårsgrund,199.000 kr.,1.689 m²,Ejerudgift: 374 kr. / md.,,54.843035,11.163067
"Nørvej 20, V Hvidbjerg,  7960 Karby",https://www.boliga.dk/adresse/noervej-20-7960-karby-1439938303,Villa med 7 værelser,-28%  595.000 kr.,7,216 m²,1.883 m²,,
"Mejerigaden 24,  3730 Nexø",https://www.boliga.dk/adresse/mejerigaden-24-3730-nexoe-1915075585,Villa med 5 værelser,-23%  1.295.000 kr.,5,150 m²,2.110 m²,55.04372,15.050654
"Næstvedvej 257A+B,  4760 Vordingborg",https://www.boliga.dk/adresse/naestvedvej-257-4760-vordingborg-421596373,Villa med 10 værelser,-22%  1.245.000 kr.,10,304 m²,7.987 m²,55.0173607,11.8951153
"Lundgårdsvej 26, Lundgård,  7850 Stoholm Jyll",https://www.boliga.dk/adresse/lundgaardsvej-26-7850-stoholm-jyll-595020098,Villa med 5 værelser,-8%  1.650.000 kr.,5,204 m²,10.000 m²,,
"Kåverdalen 4, Sønderho,  6720 Fanø",https://www.boliga.dk/adresse/kaaverdalen-4-6720-fanoe-991860869,Fritidshus med 4 værelser,-5%  2.098.000 kr.,4,95 m²,2.384 m²,55.343063,8.465488
"Nevre 27,  5970 Ærøskøbing",https://www.boliga.dk/adresse/nevre-27-5970-aeroeskoebing-2092290178,Villa med 8 værelser,-8%  4.700.000 kr.,8,302 m²,1.750 m²,54.868969,10.424965
"Astrup Vig 7,  7870 Roslev",https://www.boliga.dk/adresse/astrup-vig-7-7870-roslev-1567786111,Fritidsgrund,145.000 kr.,5.611 m²,Ejerudgift: 96 kr. / md.,,56.656705,9.083186
"Julianehåb 19, Kongsmark,  6792 Rømø",https://www.boliga.dk/adresse/julianehaab-19-6792-roemoe-525495536,Fritidshus med 4 værelser,-8%  1.845.000 kr.,4,63 m²,2.674 m²,,
"Bavnevej 1,  7470 Karup J",https://www.boliga.dk/adresse/bavnevej-1-7470-karup-j-1317310026,Villa med 4 værelser,-13%  695.000 kr.,4,144 m²,42.297 m²,56.378512,9.091012
"Birkesøvej 11, Dokkedal,  9280 Storvorde",https://www.boliga.dk/adresse/birkesoevej-11-9280-storvorde-1573241333,Landejendom med 4 værelser,-20%  1.195.000 kr.,4,134 m²,24.885 m²,,
"Overballe 14,  6430 Nordborg",https://www.boliga.dk/adresse/overballe-14-6430-nordborg-35477964,Landejendom med 7 værelser,-11%  1.550.000 kr.,7,288 m²,36.551 m²,55.024547,9.793712
"Nørrebrogade 133,  7000 Fredericia",https://www.boliga.dk/adresse/noerrebrogade-133-7000-fredericia-1323067415,Villa med 8 værelser,-8%  2.195.000 kr.,8,253 m²,1.500 m²,55.580344,9.742438
"Ryvej 58,  8752 Østbirk",https://www.boliga.dk/adresse/ryvej-58-8752-oestbirk-987591992,Landejendom med 6 værelser,-14%  2.395.000 kr.,6,241 m²,14.000 m²,55.985887,9.721664
"Kirkevej 1, Branderslev,  4900 Nakskov",https://www.boliga.dk/adresse/kirkevej-1-4900-nakskov-1560717712,Villa med 4 værelser,-15%  1.095.000 kr.,4,208 m²,6.635 m²,54.863088,11.123499
"Hobrovej 2, Halskov,  7840 Højslev",https://www.boliga.dk/adresse/hobrovej-2-7840-hoejslev-344575668,Villa med 6 værelser,2.495.000 kr.,6,160 m²,6.961 m²,56.57648,9.1326739
"Sønderho Strandvej 21, Sønderho,  6720 Fanø",https://www.boliga.dk/adresse/soenderho-strandvej-21-6720-fanoe-1934344290,Fritidsgrund,-14%  750.000 kr.,1.938 m²,Ejerudgift: 726 kr. / md.,,55.348492,8.45721
"Holmgårdvej 1,  7760 Hurup Thy",https://www.boliga.dk/adresse/holmgaardvej-1-7760-hurup-thy-631344886,Villa med 5 værelser,895.000 kr.,5,175 m²,6.492 m²,56.694254,8.393552
"Ribevej 63,  6740 Bramming",https://www.boliga.dk/adresse/ribevej-63-6740-bramming-2022075110,Helårsgrund,-4%  675.000 kr.,2.750 m²,Ejerudgift: 412 kr. / md.,,55.439337,8.73892
"Nølev Byvej 22,  8300 Odder",https://www.boliga.dk/adresse/noelev-byvej-22-8300-odder-569970287,Helårsgrund,-9%  975.000 kr.,1.788 m²,Ejerudgift: 946 kr. / md.,,55.995652,10.193351
"Nølev Byvej 24,  8300 Odder",https://www.boliga.dk/adresse/noelev-byvej-24-8300-odder-768761742,Helårsgrund,-9%  975.000 kr.,1.760 m²,Ejerudgift: 1.184 kr. / md.,,55.9957,10.193786
"Jelstrupvej 111, Jelstrup,  9480 Løkken",https://www.boliga.dk/adresse/jelstrupvej-111-9480-loekken-650697184,Villa med 7 værelser,-18%  895.000 kr.,7,175 m²,2.652 m²,57.42256,9.812194
"Røjlevej 5, Søndenbro,  5935 Bagenkop",https://www.boliga.dk/adresse/roejlevej-5-5935-bagenkop-2002515730,Villa med 4 værelser,-7%  1.395.000 kr.,4,118 m²,3.976 m²,,
"Sætergaardsstien 6C,  9492 Blokhus",https://www.boliga.dk/adresse/saetergaardsstien-6c-9492-blokhus-1828616888,Fritidshus med 4 værelser,-12%  2.895.000 kr.,4,130 m²,1.917 m²,57.261755,9.627465
"Vestergade 19,  8850 Bjerringbro",https://www.boliga.dk/adresse/vestergade-19-8850-bjerringbro-1001331547,Villa med 6 værelser,-31%  895.000 kr.,6,158 m²,1.949 m²,56.373072,9.64949
"Højmosevej 2A,  6093 Sjølund",https://www.boliga.dk/adresse/hoejmosevej-2a-6093-sjoelund-90635616,Villa med 5 værelser,1.995.000 kr.,5,228 m²,2.065 m²,55.420334,9.519073
"Tryvej 24,  9320 Hjallerup",https://www.boliga.dk/adresse/tryvej-24-9320-hjallerup-1801533849,Villa med 6 værelser,2.095.000 kr.,6,185 m²,31.201 m²,57.15164,10.165191
"Gammel Postvej 4, Nordby,  6720 Fanø",https://www.boliga.dk/adresse/gammel-postvej-4-6720-fanoe-1767779230,Villa med 6 værelser,-14%  2.748.000 kr.,6,219 m²,1.818 m²,55.438726,8.397181
"Slunden 21, Rindby Strand,  6720 Fanø",https://www.boliga.dk/adresse/slunden-21-6720-fanoe-229417508,Fritidshus med 5 værelser,-2%  4.385.000 kr.,5,105 m²,1.960 m²,55.418647,8.382144
"Thistedvej 70,  9400 Nørresundby",https://www.boliga.dk/adresse/thistedvej-70-9400-noerresundby-1791160981,Villa med 7 værelser,4.999.000 kr.,7,203 m²,3.150 m²,57.067794,9.900455
"Pedersbækvej 3,  9690 Fjerritslev",https://www.boliga.dk/adresse/pedersbaekvej-3-9690-fjerritslev-900487190,Villa med 4 værelser,-15%  845.000 kr.,4,115 m²,2.187 m²,57.089287,9.231146
"Kroghsvej 3, Sillerslev,  7990 Øster Assels",https://www.boliga.dk/adresse/kroghsvej-3-7990-oester-assels-903947000,Fritidsgrund,130.000 kr.,2.438 m²,Ejerudgift: 352 kr. / md.,,,
"Sandenvej 6,  9300 Sæby",https://www.boliga.dk/adresse/sandenvej-6-9300-saeby-560282717,Fritidsgrund,250.000 kr.,7.556 m²,Ejerudgift: 434 kr. / md.,,57.271684,10.511263
"Havgårdsvej 5, Farstrup,  5471 Søndersø",https://www.boliga.dk/adresse/havgaardsvej-5-5471-soendersoe-913996411,Villa med 6 værelser,-36%  699.000 kr.,6,178 m²,1.856 m²,55.469683,10.193299
"Lejrmarksvej 5,  9690 Fjerritslev",https://www.boliga.dk/adresse/lejrmarksvej-5-9690-fjerritslev-1810651351,Landejendom med 5 værelser,-7%  1.295.000 kr.,5,200 m²,26.206 m²,57.086763,9.286724
"Overgaden 10,  7080 Børkop",https://www.boliga.dk/adresse/overgaden-10-7080-boerkop-2099425111,Villa med 6 værelser,-6%  3.300.000 kr.,6,218 m²,2.344 m²,55.640268,9.646602
"Elmebjergvej 45A,  4180 Sorø",https://www.boliga.dk/adresse/elmebjergvej-45a-4180-soroe-590785396,Landejendom med 5 værelser,5.995.000 kr.,5,250 m²,21.833 m²,55.459239,11.5623486
"Ndr Stationsvej 10,  8721 Daugård",https://www.boliga.dk/adresse/ndr-stationsvej-10-8721-daugaard-1481123399,Villa med 5 værelser,-9%  995.000 kr.,5,172 m²,1.970 m²,55.734681,9.688714
"Oddesundvej 180, Stagstrup,  7752 Snedsted",https://www.boliga.dk/adresse/oddesundvej-180-7752-snedsted-1055333762,Villa med 1 værelse,-34%  395.000 kr.,1,125 m²,3.698 m²,56.867102,8.570381
"Østerbygårdvej 4,  6682 Hovborg",https://www.boliga.dk/adresse/oesterbygaardvej-4-6682-hovborg-1367554749,Villa med 4 værelser,-23%  998.000 kr.,4,230 m²,5.420 m²,55.602259,8.976846
"Bøhlørevej 2, Jegindø,  7790 Thyholm",https://www.boliga.dk/adresse/boehloerevej-2-7790-thyholm-1487453835,Fritidshus med 4 værelser,-8%  1.195.000 kr.,4,72 m²,9.066 m²,,
"Skovhegnet 15,  3520 Farum",https://www.boliga.dk/adresse/skovhegnet-15-3520-farum-607678332,Landejendom med 6 værelser,-27%  11.995.000 kr.,6,224 m²,43.000 m²,55.817461,12.332648
"Havørnen 57,  9280 Storvorde",https://www.boliga.dk/adresse/havoernen-57-9280-storvorde-1354197050,Helårsgrund,-7%  135.000 kr.,1.508 m²,Ejerudgift: 160 kr. / md.,,56.977022,10.271431
"Østerbro 3,  6230 Rødekro",https://www.boliga.dk/adresse/oesterbro-3-6230-roedekro-1513297085,Villa med 6 værelser,-33%  995.000 kr.,6,206 m²,2.074 m²,55.071783,9.339919
"Padkærvej 59, Overlade,  9670 Løgstør",https://www.boliga.dk/adresse/padkaervej-59-9670-loegstoer-763864793?e=1882333,Landejendom med 12 værelser,-3%  2.895.000 kr.,12,284 m²,64.100 m²,,
"Sydhavnsvej 28, Bouet,  9940 Læsø",https://www.boliga.dk/adresse/sydhavnsvej-28-9940-laesoe-623676650,Fritidsgrund,595.000 kr.,5.000 m²,Ejerudgift: 2.458 kr. / md.,,,
"Damhusvej 46, Møborg,  7570 Vemb",https://www.boliga.dk/adresse/damhusvej-46-7570-vemb-1055663526,Villa med 5 værelser,-4%  1.345.000 kr.,5,152 m²,2.723 m²,,
"Tvoruphøjevej 12, Lyngby,  9520 Skørping",https://www.boliga.dk/adresse/tvoruphoejevej-12-9520-skoerping-701661973,Villa med 7 værelser,-13%  1.995.000 kr.,7,179 m²,6.984 m²,,
"Bredgade 115,  9490 Pandrup",https://www.boliga.dk/adresse/bredgade-115-9490-pandrup-456157860,Landejendom med 9 værelser,3.495.000 kr.,9,364 m²,19.943 m²,57.213717,9.678321
"Violvej 5, Breum,  7870 Roslev",https://www.boliga.dk/adresse/violvej-5-7870-roslev-289703740,Villa med 5 værelser,-17%  995.000 kr.,5,146 m²,1.519 m²,56.69116,9.073253
"Tørkerivej 1, Byrum,  9940 Læsø",https://www.boliga.dk/adresse/toerkerivej-1-9940-laesoe-889790564,Villa med 5 værelser,1.495.000 kr.,5,198 m²,19.900 m²,57.256307,10.980989
"Nørrevænget 7, Allested,  5672 Broby",https://www.boliga.dk/adresse/noerrevaenget-7-5672-broby-1722512786,Villa med 5 værelser,3.995.000 kr.,5,165 m²,3.307 m²,55.267881,10.32741
"Blomstervænget 1, Brund,  7130 Juelsminde",https://www.boliga.dk/adresse/blomstervaenget-1-7130-juelsminde-142511983,Helårsgrund,-18%  295.000 kr.,1.998 m²,Ejerudgift: 418 kr. / md.,,55.813698,9.955779
"Bovsbjergvej 4, Torup,  8860 Ulstrup",https://www.boliga.dk/adresse/bovsbjergvej-4-8860-ulstrup-1044304832,Landejendom med 6 værelser,-6%  3.295.000 kr.,6,250 m²,92.058 m²,56.414232,9.813686
"Krabbesbrovej 25, Ulsted,  9370 Hals",https://www.boliga.dk/adresse/krabbesbrovej-25-9370-hals-1230921915,Villa med 4 værelser,2.195.000 kr.,4,188 m²,19.966 m²,,
"Hovborgvej 34R,  7200 Grindsted",https://www.boliga.dk/adresse/hovborgvej-34r-7200-grindsted-1044121590,Fritidshus med 2 værelser,-29%  375.000 kr.,2,35 m²,48.431 m²,55.646989,8.821096
"Nørkærvej 21, Skelund,  9560 Hadsund",https://www.boliga.dk/adresse/noerkaervej-21-9560-hadsund-688657611,Villa med 6 værelser,-10%  1.075.000 kr.,6,126 m²,6.722 m²,56.76216,10.199315
"Bladstrupvej 330, Bladstrup,  5450 Otterup",https://www.boliga.dk/adresse/bladstrupvej-330-5450-otterup-1257592055,Villa med 6 værelser,-18%  1.595.000 kr.,6,292 m²,1.880 m²,55.509992,10.335298
"Skovhusevej 48, Bælum,  9574 Bælum",https://www.boliga.dk/adresse/skovhusevej-48-9574-baelum-338562012,Landejendom med 8 værelser,-16%  7.595.000 kr.,8,358 m²,312.754 m²,56.824591,10.099886
"Sterrebyvej 29,  5762 Vester Skerninge",https://www.boliga.dk/adresse/sterrebyvej-29-5762-vester-skerninge-841097812,Villa med 4 værelser,-7%  1.345.000 kr.,4,174 m²,1.721 m²,55.092762,10.42804
"Torpvej 23, Lovns,  9640 Farsø",https://www.boliga.dk/adresse/torpvej-23-9640-farsoe-814376944,Villa med 4 værelser,2.500.000 kr.,4,169 m²,6.726 m²,56.684671,9.225012
"Søndervej 31+33, Øster Jølby,  7950 Erslev",https://www.boliga.dk/adresse/soendervej-31--33-7950-erslev-2079628636,Helårsgrund,-26%  195.000 kr.,1.586 m²,Ejerudgift: 407 kr. / md.,,,
"Blenstrupvej 38, Askildrup,  9520 Skørping",https://www.boliga.dk/adresse/blenstrupvej-38-9520-skoerping-1363136007,Villa med 5 værelser,-18%  895.000 kr.,5,125 m²,11.695 m²,56.869413,9.983754
"Søndre Øsløsvej 16 + 18, Øsløs,  7742 Vesløs",https://www.boliga.dk/adresse/soendre-oesloesvej-16---18-7742-vesloes-561866734,Villa med 5 værelser,-35%  450.000 kr.,5,196 m²,3.720 m²,,
"Melsted Langgade 39A+B+C, Melsted,  3760 Gudhjem",https://www.boliga.dk/adresse/melsted-langgade-39-3760-gudhjem-923966408,Helårsgrund,2.750.000 kr.,2.560 m²,Ejerudgift: 850 kr. / md.,,,
"Søndre Landevej 27,  3720 Aakirkeby",https://www.boliga.dk/adresse/soendre-landevej-27-3720-aakirkeby-335883676,Fritidshus med 6 værelser,-43%  1.000.000 kr.,6,140 m²,13.502 m²,55.046398,14.841059
"Hillerødvejen 150, Søborg,  3250 Gilleleje",https://www.boliga.dk/adresse/hilleroedvejen-150-3250-gilleleje-686782516,Villa med 11 værelser,-13%  5.495.000 kr.,11,196 m²,17.266 m²,56.082717,12.340434
