Adresse,City,Link,Type,Størrelse,Pris,Pris_m2,latitude,longitude,kommune
Storegade 5,3770 Allinge,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/349a076d-ea41-4e04-a2a7-fdc29ba0d102,"Hotel & restaurant, salg",2.123 m²,44.000.000 kr.,20.725 kr./m²,55.643567,12.444396,Hvidovre Kommune
Smedelundsgade 31B,4300 Holbæk,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/andre-typer/5c1e092c-2530-4055-b464-246f91c577c2,"Andre typer, salg",69 m²,1.395.000 kr.,20.217 kr./m²,55.714318,11.716219,Holbæk Kommune
Værkstedsbakken 9,3390 Hundested,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/lager-produktion/3b58957c-549c-41d3-8cba-4571e2f36cbc,"Lager & produktion, salg",649 m²,3.500.000 kr.,5.392 kr./m²,55.963218,11.883152,Halsnæs Kommune
Ristingevej 1,5932 Humble,https://www.ejendomstorvet.dk/koeb/fyn/langeland/detailhandel-butik/c6ca51dd-e23f-40e8-a160-c10de60ab2e3,"Detailhandel & butik, salg",350 m²,895.000 kr.,2.557 kr./m²,54.826097,10.6986,Langeland Kommune
Kobbervej 6,6900 Skjern,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/lager-produktion/3676736f-d226-4222-8c84-e47aeaadac6e,"Lager & produktion, salg",28.905 m²,85.000.000 kr.,2.940 kr./m²,56.465627,9.970353,Randers Kommune
Parallelvej 2E,8620 Kjellerup,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/detailhandel-butik/502c9385-90f3-46f6-b7b2-f82fcd6414eb,"Detailhandel & butik, salg",501 m²,2.950.000 kr.,5.888 kr./m²,56.285652,9.414913,Silkeborg Kommune
Fredensvej 7,4295 Stenlille,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/detailhandel-butik/a8998784-0198-405f-b042-bdb9c7dba61c,"Detailhandel & butik, salg",263 m²,1.895.000 kr.,7.205 kr./m²,55.755123,12.573388,Gentofte Kommune
Fredensvej 7,4295 Stenlille,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/lager-produktion/4198d852-7b22-4c16-b90f-7154de399950,"Lager & produktion, salg",263 m²,1.895.000 kr.,7.205 kr./m²,55.755123,12.573388,Gentofte Kommune
Strandvejen 59A,7120 Vejle Øst,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/detailhandel-butik/74f8075e-d02e-46b5-b850-7e0a4b477527,"Detailhandel & butik, salg",248 m²,2.645.000 kr.,10.665 kr./m²,55.433973,8.364582,Fanø Kommune
Cedervej 5,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/lager-produktion/ec5cf488-5e27-4ee4-9c92-7e0c828884c6,"Lager & produktion, salg",10.208 m²,33.000.000 kr.,3.232 kr./m²,56.132127,8.930453,Herning Kommune
Søndervang 2,8654 Bryrup,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/lager-produktion/bb9fc099-ff44-4855-ac4d-49826e951496,"Lager & produktion, salg",2.087 m²,2.895.000 kr.,1.387 kr./m²,55.635604,12.082498,Roskilde Kommune
Industrivænget 5,5610 Assens,https://www.ejendomstorvet.dk/koeb/fyn/assens/lager-produktion/cb045193-3776-4947-9690-42af54d87d77,"Lager & produktion, salg",670 m²,1.495.000 kr.,2.231 kr./m²,55.551942,12.1206,Solrød Kommune
St. Voldgade 14,8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/1d113b2e-9252-4ad7-a8a8-8421bc4cc2c1,"Detailhandel & butik, salg",264 m²,1.750.000 kr.,6.628 kr./m²,56.460333,10.033316,Randers Kommune
Industrivænget 13,8783 Hornsyld,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/grunde/1fa55b14-8b70-412e-9cdb-7df129ed6ba8,"Grunde, salg",14.996 m²,1.125.000 kr.,0 kr./m²,55.551278,12.124018,Solrød Kommune
Ålborggade 1,2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/8a2290de-4d3c-4691-862e-2a6fe1fcad0b,"Detailhandel & butik, salg",60 m²,1.050.000 kr.,17.500 kr./m²,55.705546,12.577981,Københavns Kommune
Chr. Xs Vej 12,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/detailhandel-butik/bfc58450-53b4-472a-90ff-60b8f9b72cb7,"Detailhandel & butik, salg",1.299 m²,11.500.000 kr.,8.852 kr./m²,57.723596,10.589014,Frederikshavn Kommune
Scandiasporet 37,8930 Randers NØ,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/andre-typer/636e486d-814d-492b-b7b8-0096247d57d1,"Andre typer, salg",4.224 m²,8.500.000 kr.,2.012 kr./m²,56.466654,10.058901,Randers Kommune
"Århusvej 17, Stilling, 8660 Skanderborg",8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/andre-typer/f93cb1ce-c32d-4bc2-9594-8834518579ea,"Andre typer, salg",316 m²,2.695.000 kr.,8.528 kr./m²,56.061311,9.986382,Skanderborg Kommune
Bybjerggård 3,3060 Espergærde,https://www.ejendomstorvet.dk/koeb/nordsjaelland/helsingoer/andre-typer/0ce1f2c9-5590-465c-a193-fa2804e43e0e,"Andre typer, salg",290 m²,4.550.000 kr.,15.689 kr./m²,55.999956,12.534819,Helsingør Kommune
Industrivej 108,7080 Børkop,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/grunde/8fdbf65f-b7be-4b05-a7c6-d154bff36dc0,"Grunde, salg",9.517 m²,2.700.000 kr.,283 kr./m²,55.633413,9.678888,Vejle Kommune
Storegade 48,4780 Stege,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/andre-typer/9457a11a-5c77-4e1e-961b-aeac2d8f1aca,"Andre typer, salg",688 m²,4.495.000 kr.,6.533 kr./m²,55.62246,8.482556,Varde Kommune
Østervold 7,8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/2388c193-7e03-4e54-a196-bb7ea7b1d3e2,"Detailhandel & butik, salg",368 m²,5.250.000 kr.,14.266 kr./m²,56.462232,10.037547,Randers Kommune
Industri Vest 3,6650 Brørup,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/lager-produktion/3c5a60b4-d4da-4279-82b3-4668b944b089,"Lager & produktion, salg",394 m²,1.748.000 kr.,4.436 kr./m²,55.48404,9.003618,Vejen Kommune
Kærbækvej 38,6823 Ansager,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/lager-produktion/1428f1fe-afb8-4f18-a470-cea6311ce2f8,"Lager & produktion, salg",811 m²,6.498.000 kr.,8.012 kr./m²,55.728838,8.796993,Varde Kommune
"Rådhusvej 4B, kld.",4550 Asnæs,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/118a1276-7138-4a89-9464-049ef4f1c5db,"Lager & produktion, salg",100 m²,250.000 kr.,2.500 kr./m²,,,
Nordensvej 5,6330 Padborg,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/grunde/834cbb88-620a-45e1-9f49-c991bc347130,"Grunde, salg",89.029 m²,28.000.000 kr.,0 kr./m²,54.845853,9.343798,Aabenraa Kommune
Gammeldam 11,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/lager-produktion/c762eebd-2752-471f-aa9d-4c9a5f9c10d3,"Lager & produktion, salg",289 m²,3.995.000 kr.,13.823 kr./m²,55.04612,9.405141,Aabenraa Kommune
Linde Alle 12,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/detailhandel-butik/bdd4e7f7-ba28-41b3-8f48-393fbc5d125c,"Detailhandel & butik, salg",215 m²,995.000 kr.,4.627 kr./m²,55.594614,12.669259,Dragør Kommune
Stengårdsvej 13,4340 Tølløse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/lager-produktion/5c28241d-1508-4f14-adb7-d51f404c284c,"Lager & produktion, salg",1.486 m²,6.250.000 kr.,4.205 kr./m²,55.48097,8.493359,Esbjerg Kommune
Gladsaxe Møllevej 15,2860 Søborg,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/gladsaxe/lager-produktion/0d3ad9b1-1088-4e31-8619-7fa26ed90b26,"Lager & produktion, salg",3.629 m²,45.000.000 kr.,12.400 kr./m²,55.732977,12.475995,Gladsaxe Kommune
Fjordvejen 15,6340 Kruså,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/cdf9147e-d4b0-4c8c-abf9-fef77b063b27,"Detailhandel & butik, salg",3.622 m²,21.000.000 kr.,5.797 kr./m²,54.840827,9.447142,Aabenraa Kommune
Nykøbingvej 279,4990 Sakskøbing,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/andre-typer/717fded2-ac85-45f6-a6e7-242c8d3b6fb9,"Andre typer, salg",785 m²,1.850.000 kr.,2.356 kr./m²,54.781051,11.711586,Guldborgsund Kommune
Øster Hurupvej 1,9560 Hadsund,https://www.ejendomstorvet.dk/koeb/nordjylland/mariagerfjord/hotel-restaurant/98b33e63-4f5a-48c3-b800-571b12aef850,"Hotel & restaurant, salg",1.049 m²,1.400.000 kr.,1.334 kr./m²,56.755176,10.289688,Mariagerfjord Kommune
Ormhøjgårdvej 1E,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/detailhandel-butik/b35eb740-b34a-4425-b6a0-9ad969c68b83,"Detailhandel & butik, salg",797 m²,6.950.000 kr.,8.720 kr./m²,55.844584,9.836139,Horsens Kommune
Trehøjevej 15,7200 Grindsted,https://www.ejendomstorvet.dk/koeb/sydjylland/billund/lager-produktion/6948b6fc-0681-4614-8ad3-d2b7e560251b,"Lager & produktion, salg",1.078 m²,4.950.000 kr.,4.591 kr./m²,56.187637,8.808391,Herning Kommune
Øllemosevej 4B,4200 Slagelse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/lager-produktion/5b253835-78b8-4d7f-b862-39294a8954fb,"Lager & produktion, salg",1.397 m²,4.995.000 kr.,3.575 kr./m²,55.309203,11.390613,Slagelse Kommune
Holbækvej 4,4520 Svinninge,https://www.ejendomstorvet.dk/koeb//grunde/5e5a2968-1725-47d3-a90a-839c13901575,"Grunde, salg",80.000 m²,24.000.000 kr.,0 kr./m²,55.634251,12.070104,Roskilde Kommune
Gentoftegade 51,2820 Gentofte,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/gentofte/detailhandel-butik/9dc69145-f7ab-42b0-8d43-bb5d750e3bae,"Detailhandel & butik, salg",149 m²,1.595.000 kr.,10.704 kr./m²,55.745861,12.541185,Gentofte Kommune
Hammershøj 29,9460 Brovst,https://www.ejendomstorvet.dk/koeb/nordjylland/jammerbugt/hotel-restaurant/5da90a05-99ca-47d2-9872-745fd90c9e37,"Hotel & restaurant, salg",2.767 m²,14.000.000 kr.,5.059 kr./m²,57.060002,9.595616,Jammerbugt Kommune
Ahornvej 10,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/b2f84bbf-a1a4-447f-99f2-5eb88b24e1c8,"Grunde, salg",16.143 m²,2.950.000 kr.,0 kr./m²,55.573543,12.617911,Dragør Kommune
Egelund 11,6340 Kruså,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/834461a3-e4a3-4bfe-90f0-7794a40943ac,"Detailhandel & butik, salg",3.595 m²,16.000.000 kr.,4.450 kr./m²,55.655724,12.109552,Roskilde Kommune
Egelund 11,6340 Kruså,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/5fe0f021-2975-42b7-9a73-d1ce4381364c,"Detailhandel & butik, salg",3.595 m²,17.300.000 kr.,4.812 kr./m²,55.655724,12.109552,Roskilde Kommune
Præstemarksvej 106,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/d023e0fd-44c2-487d-9b3a-c2dad19c4efc,"Andre typer, salg",1.718 m²,7.995.000 kr.,4.653 kr./m²,55.842035,9.781195,Horsens Kommune
Industrivej 1,6230 Rødekro,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/andre-typer/be7e5aac-0395-473e-94e8-b2872b97b2bc,"Andre typer, salg",1.349 m²,6.995.000 kr.,5.185 kr./m²,55.355359,10.39418,Odense Kommune
Lundsbjerg Industrivej 23,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/lager-produktion/9a8a7561-f658-41b2-8766-f7d54c923bde,"Lager & produktion, salg",2.153 m²,9.250.000 kr.,4.296 kr./m²,55.004169,9.43769,Aabenraa Kommune
Frederikssundsvej 229,2700 Brønshøj,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/d3f705e6-7b68-4bea-b197-4846a5032519,"Detailhandel & butik, salg",60 m²,695.000 kr.,11.583 kr./m²,55.706659,12.487791,Københavns Kommune
Fastrupdalen 36,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/lager-produktion/183e8f20-35dd-49fa-a051-f9e775f62bfe,"Lager & produktion, salg",3.331 m²,38.500.000 kr.,11.558 kr./m²,56.122121,9.069292,Herning Kommune
Eventyrvej 10,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/grunde/a2955a92-912e-4611-a1c8-60fec8feb22b,"Grunde, salg",1.902 m²,1.250.000 kr.,0 kr./m²,55.458886,11.781082,Ringsted Kommune
Willemoescentret 1,5610 Assens,https://www.ejendomstorvet.dk/koeb/fyn/assens/detailhandel-butik/8d844f57-a73d-4675-9070-4e84b41f05c4,"Detailhandel & butik, salg",981 m²,4.000.000 kr.,4.077 kr./m²,55.269529,9.901177,Assens Kommune
Industrivej 9,7870 Roslev,https://www.ejendomstorvet.dk/koeb/vestjylland/skive/lager-produktion/590c0771-d079-4945-8c98-e8ca8516e470,"Lager & produktion, salg",5.978 m²,6.750.000 kr.,1.129 kr./m²,55.479041,10.246842,Nordfyns Kommune
Teglværksvej 38,4700 Næstved,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/naestved/andre-typer/746a82d5-89e8-43ed-8764-f05bc7d703ca,"Andre typer, salg",353 m²,4.350.000 kr.,12.322 kr./m²,55.840765,9.229269,Vejle Kommune
Sophus Falcks Vej 6,9300 Sæby,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/detailhandel-butik/2065402f-807c-47a0-80d6-5ff926ea7d75,"Detailhandel & butik, salg",1.130 m²,6.400.000 kr.,5.663 kr./m²,57.332639,10.504416,Frederikshavn Kommune
Kai Lindbergs Gade 41,7730 Hanstholm,https://www.ejendomstorvet.dk/koeb/nordjylland/thisted/lager-produktion/da643bf0-5154-4fc4-ae44-f682cafb0290,"Lager & produktion, salg",324 m²,1.195.000 kr.,3.688 kr./m²,57.119992,8.602482,Thisted Kommune
Jyllingecentret 15,4040 Jyllinge,https://www.ejendomstorvet.dk/koeb/oestsjaelland/roskilde/detailhandel-butik/9252f9ab-a7ad-4219-bcd9-6fbbaef6efbb,"Detailhandel & butik, salg",216 m²,1.995.000 kr.,9.236 kr./m²,55.750295,12.107765,Roskilde Kommune
Banegårdspladsen 7A,4800 Nykøbing F,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/grunde/2b21516e-2cdf-49b4-ba7f-da177e2cc308,"Grunde, salg",713 m²,1.800.000 kr.,0 kr./m²,54.767298,11.875412,Guldborgsund Kommune
Alsgade 33,6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/andre-typer/acc14ebf-7a64-4f73-bcea-ab8017148c03,"Andre typer, salg",3.040 m²,7.000.000 kr.,2.302 kr./m²,54.916432,9.800512,Sønderborg Kommune
Fasanvej 18,3200 Helsinge,https://www.ejendomstorvet.dk/koeb/nordsjaelland/gribskov/lager-produktion/bfc95ec3-9674-41e9-9aaa-efcf63ff333f,"Lager & produktion, salg",1.795 m²,13.500.000 kr.,7.520 kr./m²,56.164288,10.179058,Aarhus Kommune
Gl. Skagensvej 101,9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/detailhandel-butik/16f9852d-fe6a-4211-8a1c-7f27abcc01b7,"Detailhandel & butik, salg",996 m²,5.400.000 kr.,5.421 kr./m²,57.454929,10.526405,Frederikshavn Kommune
Løkkevej 40A-D,7620 Lemvig,https://www.ejendomstorvet.dk/koeb/vestjylland/lemvig/andre-typer/48844343-a1b2-4e32-a7fe-7d04ca9bf9c4,"Andre typer, salg",726 m²,7.850.000 kr.,10.812 kr./m²,55.5956426,12.6710551,Dragør Kommune
Bredgade 4,6940 Lem St,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/lager-produktion/b1803945-ba6e-4517-a805-46e3a1dc977d,"Lager & produktion, salg",11.994 m²,16.995.000 kr.,1.416 kr./m²,55.681133,12.5878,Københavns Kommune
Østergade 16,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/detailhandel-butik/a0b1b463-1500-451a-9572-2816851995db,"Detailhandel & butik, salg",430 m²,5.250.000 kr.,12.209 kr./m²,55.680151,12.583829,Københavns Kommune
Smed Hansens Vej 10,6940 Lem St,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/lager-produktion/4cae7576-f49c-43e2-9dcf-df31e314f3ea,"Lager & produktion, salg",6.800 m²,12.500.000 kr.,1.838 kr./m²,56.02313,8.386257,Ringkøbing-Skjern Kommune
Forum Kirkevej 26,6715 Esbjerg N,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/lager-produktion/eae656c2-0354-4ff7-83ec-57f5204bc560,"Lager & produktion, salg",1.492 m²,3.995.000 kr.,2.677 kr./m²,55.538188,8.478594,Esbjerg Kommune
Springstrup 15C + 15D,4300 Holbæk,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/lager-produktion/797d01f9-e077-488b-bf34-4774a46a1eef,"Lager & produktion, salg",784 m²,3.250.000 kr.,4.145 kr./m²,55.7037837,11.6612745,Holbæk Kommune
Metalbuen 34,2750 Ballerup,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/ballerup/lager-produktion/8fabbd1b-c9f5-4884-8d3b-56f896a61e7e,"Lager & produktion, salg",506 m²,5.500.000 kr.,10.869 kr./m²,55.725327,12.394542,Ballerup Kommune
Apholmenvej 55,9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/grunde/cbb8894c-4e98-432a-a21c-6db3cc858d4c,"Grunde, salg",76.846 m²,12.500.000 kr.,0 kr./m²,57.465442,10.527789,Frederikshavn Kommune
Centervej 4,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/lager-produktion/f24019f8-3865-481f-9a19-34fbbfcdd126,"Lager & produktion, salg",794 m²,7.000.000 kr.,8.816 kr./m²,55.521645,9.478414,Kolding Kommune
Nørregade 2,6950 Ringkøbing,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/andre-typer/fc80a156-a464-4c03-80bc-8c8e92abf71b,"Andre typer, salg",520 m²,4.700.000 kr.,9.038 kr./m²,55.776632,12.504535,Lyngby-Taarbæk Kommune
Engholmvej 9,3100 Hornbæk,https://www.ejendomstorvet.dk/koeb/nordsjaelland/helsingoer/grunde/612fa5ca-93ac-484f-a879-709de3e017c6,"Grunde, salg",1.534 m²,2.200.000 kr.,0 kr./m²,57.018731,9.885994,Aalborg Kommune
Ørhagevej 150A,7700 Thisted,https://www.ejendomstorvet.dk/koeb/nordjylland/thisted/andre-typer/74208ae7-2178-4ae5-8f3c-4609777b84d8,"Andre typer, salg",794 m²,13.950.000 kr.,17.569 kr./m²,57.043023,8.482186,Thisted Kommune
Fredensgade 22,6000 Kolding,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/andre-typer/9f1622dd-19bd-41a6-a0a0-9b7dd7852316,"Andre typer, salg",327 m²,3.950.000 kr.,12.079 kr./m²,56.15347,10.208838,Aarhus Kommune
Mandal Alle 3,5500 Middelfart,https://www.ejendomstorvet.dk/koeb/fyn/middelfart/lager-produktion/3aad3ba5-6816-4974-9b55-24cf31852a68,"Lager & produktion, salg",1.548 m²,13.900.000 kr.,8.979 kr./m²,55.501057,9.770391,Middelfart Kommune
Middelfartvej 74,5466 Asperup,https://www.ejendomstorvet.dk/koeb/fyn/middelfart/andre-typer/67da66ad-6f5d-4af7-b16c-35cd721b96d2,"Andre typer, salg",914 m²,1.500.000 kr.,1.641 kr./m²,55.393744,10.353037,Odense Kommune
Borgergade 15B,1300 København K,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/048d988d-a6d5-43c4-9c89-2e2049bc6cd1,"Detailhandel & butik, salg",48 m²,260.000 kr.,5.416 kr./m²,55.683753,12.584843,Københavns Kommune
Øster Voldgade 32,1350 København K,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/90690e0b-ba64-4c8f-83b9-f813ea661525,"Detailhandel & butik, salg",82 m²,1.600.000 kr.,19.512 kr./m²,55.689738,12.584051,Københavns Kommune
"Amagerbrogade 206B, st",2300 København S,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/ce37f46c-1f3e-4ccd-bc83-72edf7a8f713,"Detailhandel & butik, salg",78 m²,1.800.000 kr.,23.076 kr./m²,,,
"Peter Bangs Vej 74, st",2000 Frederiksberg,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/frederiksberg/detailhandel-butik/dde35d48-8432-4b14-a19e-a887d09711a4,"Detailhandel & butik, salg",139 m²,1.950.000 kr.,14.028 kr./m²,,,
Gyngemose Parkvej 61,2860 Søborg,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/gladsaxe/andre-typer/c33d3930-18b3-4abc-9e6b-5b07986224e2,"Andre typer, salg",3.996 m²,29.500.000 kr.,7.382 kr./m²,55.727233,12.478718,Gladsaxe Kommune
"Nørrebrogade 243, kl",2200 København N,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/705c2a5b-1eac-46e9-8196-bffb9ecf8215,"Detailhandel & butik, salg",250 m²,3.300.000 kr.,13.200 kr./m²,,,
Kordilgade 81,4400 Kalundborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/613d2e39-3b33-4b15-8b18-9f39ebc3da67,"Detailhandel & butik, salg",2.221 m²,8.300.000 kr.,3.737 kr./m²,55.679876,11.09487,Kalundborg Kommune
Torvet 8,4990 Sakskøbing,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/detailhandel-butik/929ea2c0-ebb3-474f-a27a-60833d9f31f0,"Detailhandel & butik, salg",206 m²,995.000 kr.,4.830 kr./m²,55.54834,12.025815,Roskilde Kommune
Sandskærvej 150,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/andre-typer/8cd8722f-cc4d-42d3-b0fc-68dc1df87145,"Andre typer, salg",552 m²,17.500.000 kr.,31.702 kr./m²,55.108472,9.496466,Aabenraa Kommune
Vesterå 24,9000 Aalborg,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/andre-typer/10395923-ce34-4310-9324-797f365ea6ef,"Andre typer, salg",234 m²,2.000.000 kr.,8.547 kr./m²,57.050775,9.918624,Aalborg Kommune
Vesterløkke 38,6091 Bjert,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/lager-produktion/b4cf414d-46ce-454e-8a1b-1765d971ec59,"Lager & produktion, salg",430 m²,2.295.000 kr.,5.337 kr./m²,55.45339,9.556005,Kolding Kommune
Strandgade 3 og 5,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/hotel-restaurant/ba9cabb7-edc4-4e42-8043-0c6c748cb9aa,"Hotel & restaurant, salg",2.073 m²,23.500.000 kr.,11.336 kr./m²,,,
Industriparken Nord 1,6630 Rødding,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/lager-produktion/15e62762-305d-4516-8f48-f514de86d079,"Lager & produktion, salg",851 m²,3.450.000 kr.,4.054 kr./m²,55.425561,9.156581,Vejen Kommune
Symfonivej 22,2730 Herlev,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/herlev/lager-produktion/0b8d9ba1-652d-4ce1-bc66-4a7af7c88e69,"Lager & produktion, salg",844 m²,9.500.000 kr.,11.255 kr./m²,55.715222,12.448664,Herlev Kommune
Rådhusstræde 3,4970 Rødby,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/lolland/detailhandel-butik/1e47e5a1-28a8-4826-8c37-d0afef10c074,"Detailhandel & butik, salg",223 m²,495.000 kr.,2.219 kr./m²,55.677063,12.57421,Københavns Kommune
Bredstrupvej 4A,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/grunde/20e1da84-7bda-48ae-a30e-1a3922566f52,"Grunde, salg",8.921 m²,4.843.000 kr.,0 kr./m²,55.570401,9.709453,Fredericia Kommune
Industriparken 2B,4960 Holeby,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/lolland/grunde/b18f57fc-a1c6-4e54-99a8-b59220fbc357,"Grunde, salg",3.424 m²,100.000 kr.,29 kr./m²,54.728529,11.458833,Lolland Kommune
Valhøjs Alle 181 - 183,2610 Rødovre,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/roedovre/lager-produktion/4d5c4815-8636-478f-ac40-2b83cd157e25,"Lager & produktion, salg",2.410 m²,21.000.000 kr.,8.713 kr./m²,55.6726768,12.4395111,Rødovre Kommune
