Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude,kommune
"Mosevej 7,  5985 Søby Ærø",https://www.boliga.dk/adresse/mosevej-7-5985-soeby-aeroe-1147282697,Villa med 5 værelser,1.195.000 kr.,5,190 m²,1.655 m²,54.941224,10.252122,Ærø Kommune
"Aaensvej 37, Bratten,  9981 Jerup",https://www.boliga.dk/adresse/aaensvej-37-9981-jerup-1844837251,Fritidshus med 4 værelser,1.760.000 kr.,4,91 m²,Ejerudgift: 1.453 kr. / md.,,,
"Søvej 34, Jels,  6630 Rødding",https://www.boliga.dk/adresse/soevej-34-6630-roedding-1464622094,Villa med 8 værelser,-17%  2.295.000 kr.,8,268 m²,1.958 m²,55.357725,9.210988,Vejen Kommune
"Villendrupvej 22, Villendrup,  8543 Hornslet",https://www.boliga.dk/adresse/villendrupvej-22-8543-hornslet-1933665574,Villa med 7 værelser,-16%  2.299.000 kr.,7,185 m²,4.339 m²,56.33311,10.204012,Syddjurs Kommune
"Dødningebakken 12, Kandestederne,  9990 Skagen",https://www.boliga.dk/adresse/doedningebakken-12-9990-skagen-825075313,Fritidshus med 6 værelser,-17%  2.495.000 kr.,6,81 m²,Ejerudgift: 2.211 kr. / md.,57.662314,10.399325,Frederikshavn Kommune
"Ålskovvej 20, Råst,  7830 Vinderup",https://www.boliga.dk/adresse/aalskovvej-20-7830-vinderup-1234707350?e=2051304,Landejendom med 5 værelser,3.095.000 kr.,5,185 m²,141.400 m²,,,
"Bygaden 41,  3250 Gilleleje",https://www.boliga.dk/adresse/bygaden-41-3250-gilleleje-466712610,Villa med 5 værelser,-4%  5.995.000 kr.,5,171 m²,14.568 m²,56.085724,12.315801,Gribskov Kommune
"Gl. Fyrvej 18,  9990 Skagen",https://www.boliga.dk/adresse/gl-fyrvej-18-9990-skagen-1317846968,Fritidshus med 3 værelser,-13%  7.995.000 kr.,3,49 m²,Ejerudgift: 5.813 kr. / md.,57.729103,10.614734,Frederikshavn Kommune
"Slotsvej 41A,  6510 Gram",https://www.boliga.dk/adresse/slotsvej-41a-6510-gram-948473060,Villa med 11 værelser,-63%  500.000 kr.,11,664 m²,2.221 m²,55.293899,9.054188,Haderslev Kommune
"Silkeborgvej 41,  8641 Sorring",https://www.boliga.dk/adresse/silkeborgvej-41-8641-sorring-1159862854,Landejendom med 3 værelser,-9%  1.998.000 kr.,3,106 m²,33.000 m²,56.179028,9.760788,Silkeborg Kommune
"Strandvej 54A, Ballen,  5762 Vester Skerninge",https://www.boliga.dk/adresse/strandvej-54a-5762-vester-skerninge-1215364899,Villa med 5 værelser,-13%  4.650.000 kr.,5,188 m²,1.554 m²,55.04098,10.477633,Svendborg Kommune
"Banevænget 2,  5932 Humble",https://www.boliga.dk/adresse/banevaenget-2-5932-humble-48429188,Villa med 5 værelser,-8%  899.000 kr.,5,115 m²,2.208 m²,54.786166,10.710951,Langeland Kommune
"Forum Kirkevej 40,  6715 Esbjerg N",https://www.boliga.dk/adresse/forum-kirkevej-40-6715-esbjerg-n-839118775,Villa med 4 værelser,2.498.000 kr.,4,140 m²,6.783 m²,55.545865,8.475851,Esbjerg Kommune
"Allesøvej 18,  5270 Odense N",https://www.boliga.dk/adresse/allesoevej-18-5270-odense-n-857760346,Villa med 5 værelser,-34%  1.250.000 kr.,5,194 m²,12.060 m²,55.453576,10.316992,Odense Kommune
"Lille Todbjerg 8,  8530 Hjortshøj",https://www.boliga.dk/adresse/lille-todbjerg-8-8530-hjortshoej-166674712,Landejendom med 5 værelser,3.095.000 kr.,5,183 m²,7.295 m²,56.259952,10.215207,Aarhus Kommune
"Nedervej 6,  6470 Sydals",https://www.boliga.dk/adresse/nedervej-6-6470-sydals-139453237,Villa med 12 værelser,-25%  3.750.000 kr.,12,410 m²,8.999 m²,54.886773,10.00244,Sønderborg Kommune
"Dueodde Feriepark 16, Dueodde,  3730 Nexø",https://www.boliga.dk/adresse/dueodde-feriepark-16-3730-nexoe-415615677,Fritidshus med 2 værelser,-5%  365.000 kr.,2,27 m²,Ejerudgift: 2.816 kr. / md.,55.002976,15.092163,Bornholms Regionskommune
"Baunevej 8, Sandager,  5610 Assens",https://www.boliga.dk/adresse/baunevej-8-5610-assens-1358982156,Helårsgrund,-13%  695.000 kr.,8.343 m²,Ejerudgift: 897 kr. / md.,,55.326867,9.920915,Assens Kommune
"Skovagervej 2, Høsten Torp,  4690 Haslev",https://www.boliga.dk/adresse/skovagervej-2-4690-haslev-1995822297,Villa med 3 værelser,-18%  795.000 kr.,3,66 m²,Ejerudgift: 1.127 kr. / md.,55.342554,12.043016,Faxe Kommune
"Humlegårdvej 4, Krejbjerg,  7860 Spøttrup",https://www.boliga.dk/adresse/humlegaardvej-4-7860-spoettrup-1274891937,Villa med 6 værelser,-6%  1.275.000 kr.,6,254 m²,3.910 m²,,,
"Ny Plantagevej 38, Ellinge Lyng,  4560 Vig",https://www.boliga.dk/adresse/ny-plantagevej-38-4560-vig-587638526,Fritidshus med 5 værelser,2.695.000 kr.,5,106 m²,Ejerudgift: 1.961 kr. / md.,55.881913,11.539237,Odsherred Kommune
"Nimtoftevej 25,  8550 Ryomgård",https://www.boliga.dk/adresse/nimtoftevej-25-8550-ryomgaard-251365712,Helårsgrund,1.000.000 kr.,2.185 m²,Ejerudgift: 1.312 kr. / md.,,56.383661,10.507205,Syddjurs Kommune
"Odensegyden 3, Allesø,  5270 Odense N",https://www.boliga.dk/adresse/odensegyden-3-5270-odense-n-251842690,Villa med 8 værelser,-13%  2.795.000 kr.,8,279 m²,2.477 m²,55.45268,10.314112,Odense Kommune
"Reventlowsvej 34B, Korinth,  5600 Faaborg",https://www.boliga.dk/adresse/reventlowsvej-34b-5600-faaborg-849315929,Villa med 20 værelser,-17%  3.995.000 kr.,20,496 m²,1.931 m²,55.143624,10.333403,Faaborg-Midtfyn Kommune
"Løkkensvej 736,  9480 Løkken",https://www.boliga.dk/adresse/loekkensvej-736-9480-loekken-1391294896,Villa med 18 værelser,-11%  4.250.000 kr.,18,239 m²,5.650 m²,57.40856,9.810331,Hjørring Kommune
"Skarre Strandvej 14,  6091 Bjert",https://www.boliga.dk/adresse/skarre-strandvej-14-6091-bjert-94905177,Landejendom med 5 værelser,-15%  5.600.000 kr.,5,199 m²,22.075 m²,55.486762,9.593999,Kolding Kommune
"Holmmarkvej 16,  9631 Gedsted",https://www.boliga.dk/adresse/holmmarkvej-16-9631-gedsted-319559653?e=2048713,Landejendom med 2 værelser,795.000 kr.,2,60 m²,5.600 m²,56.688119,9.332223,Vesthimmerlands Kommune
"MadsS Plantage 37,  9560 Hadsund",https://www.boliga.dk/adresse/madss-plantage-37-9560-hadsund-444670622,Fritidshus med 4 værelser,-5%  1.048.000 kr.,4,68 m²,Ejerudgift: 1.321 kr. / md.,,,
"Hovedvejen 411, Guldager,  9620 Aalestrup",https://www.boliga.dk/adresse/hovedvejen-411-9620-aalestrup-134347535,Landejendom med 5 værelser,-26%  1.995.000 kr.,5,204 m²,Ejerudgift: 1.608 kr. / md.,,,
"Egevej 31,  5620 Glamsbjerg",https://www.boliga.dk/adresse/egevej-31-5620-glamsbjerg-864942551,Villa med 8 værelser,2.995.000 kr.,8,274 m²,6.218 m²,55.28148,10.109528,Assens Kommune
"Nørskovvej 2,  7790 Thyholm",https://www.boliga.dk/adresse/noerskovvej-2-7790-thyholm-362396332,Landejendom med 5 værelser,-11%  3.195.000 kr.,5,224 m²,223.652 m²,56.654639,8.619321,Struer Kommune
"Avderødvej 55,  2980 Kokkedal",https://www.boliga.dk/adresse/avderoedvej-55-2980-kokkedal-1828452893,Villa med 6 værelser,-11%  24.800.000 kr.,6,319 m²,20.000 m²,55.9159,12.412271,Fredensborg Kommune
"Have Borupvej 191,  4360 Kirke Eskilstrup",https://www.boliga.dk/adresse/have-borupvej-191-4360-kirke-eskilstrup-987956697,Villa med 7 værelser,-2%  2.145.000 kr.,7,168 m²,11.787 m²,55.570303,11.753174,Holbæk Kommune
"Nr Onsildvej 5, Nr Onsild,  9500 Hobro",https://www.boliga.dk/adresse/nr-onsildvej-5-9500-hobro-1459815067,Villa med 3 værelser,-8%  545.000 kr.,3,114 m²,5.206 m²,,,
"Grevens Dal 30, Gudhjem,  3760 Gudhjem",https://www.boliga.dk/adresse/grevens-dal-30-3760-gudhjem-676585711,Villa med 2 værelser,4.995.000 kr.,2,78 m²,4.635 m²,55.21026,14.975762,Bornholms Regionskommune
"Nissetvej 58,  8600 Silkeborg",https://www.boliga.dk/adresse/nissetvej-58-8600-silkeborg-1928224129,Landejendom med 6 værelser,-8%  5.995.000 kr.,6,299 m²,150.089 m²,56.230296,9.608351,Silkeborg Kommune
"Stevnsvej 48,  4600 Køge",https://www.boliga.dk/adresse/stevnsvej-48-4600-koege-663765585,Villa med 5 værelser,6.995.000 kr.,5,201 m²,1.558 m²,55.418273,12.240042,Stevns Kommune
"Klingebjergvej 1, Rindby,  6720 Fanø",https://www.boliga.dk/adresse/klingebjergvej-1-6720-fanoe-1941782534,Landejendom med 4 værelser,4.500.000 kr.,4,113 m²,181.555 m²,55.422965,8.413053,Fanø Kommune
"Gundestrupvej 14, Gundestrup,  5762 Vester Skerninge",https://www.boliga.dk/adresse/gundestrupvej-14-5762-vester-skerninge-1534630277,Villa med 11 værelser,-11%  795.000 kr.,11,235 m²,3.603 m²,55.09283,10.408685,Svendborg Kommune
"Allegade 17, Jeksen,  8362 Hørning",https://www.boliga.dk/adresse/allegade-17-8362-hoerning-1086024434,Villa med 7 værelser,-9%  1.275.000 kr.,7,210 m²,2.209 m²,56.094564,9.971268,Skanderborg Kommune
"Løgstørvej 138, Stenild,  9500 Hobro",https://www.boliga.dk/adresse/loegstoervej-138-9500-hobro-1840903991,Villa med 5 værelser,-7%  1.345.000 kr.,5,174 m²,2.500 m²,56.675938,9.675182,Rebild Kommune
"Gl. Færgevej 2,  7000 Fredericia",https://www.boliga.dk/adresse/gl-faergevej-2-7000-fredericia-572367286,Villa med 7 værelser,15.750.000 kr.,7,308 m²,5.387 m²,55.520074,9.716031,Fredericia Kommune
"Lille Strandvej 27,  2900 Hellerup",https://www.boliga.dk/adresse/lille-strandvej-27-2900-hellerup-1708239206,Helårsgrund,250.000.000 kr.,2.968 m²,Ejerudgift: 54.219 kr. / md.,,55.734586,12.582048,Gentofte Kommune
"Grønhøjvej 4,  8500 Grenaa",https://www.boliga.dk/adresse/groenhoejvej-4-8500-grenaa-667045241,Villa med 10 værelser,-20%  795.000 kr.,10,329 m²,3.366 m²,56.443187,10.838299,Norddjurs Kommune
"Pedersbækvej 9,  9690 Fjerritslev",https://www.boliga.dk/adresse/pedersbaekvej-9-9690-fjerritslev-1276027197,Landejendom med 6 værelser,-5%  3.495.000 kr.,6,232 m²,39.855 m²,57.089819,9.232719,Jammerbugt Kommune
"Præstevænget 1A, 1B.,  4735 Mern",https://www.boliga.dk/adresse/praestevaenget-1a-1-4735-mern-1651367205,Helårsgrund,3.995.000 kr.,36.239 m²,Ejerudgift: 5.597 kr. / md.,,,,
"Holbækvej 25, Holbæk,  8950 Ørsted",https://www.boliga.dk/adresse/holbaekvej-25-8950-oersted-1951909493,Villa med 5 værelser,-23%  595.000 kr.,5,155 m²,2.402 m²,56.559433,10.316197,Norddjurs Kommune
"Glavendrupvej 65,  5485 Skamby",https://www.boliga.dk/adresse/glavendrupvej-65-5485-skamby-1746444247,Villa med 4 værelser,795.000 kr.,4,141 m²,3.429 m²,55.504995,10.295276,Nordfyns Kommune
"Mindevej 40,  9700 Brønderslev",https://www.boliga.dk/adresse/mindevej-40-9700-broenderslev-1890207321,Villa med 6 værelser,-5%  1.095.000 kr.,6,237 m²,1.825 m²,57.251282,10.070724,Brønderslev Kommune
"Bindslevvej 41, Tversted,  9881 Bindslev",https://www.boliga.dk/adresse/bindslevvej-41-9881-bindslev-148828951,Villa med 8 værelser,-6%  1.695.000 kr.,8,145 m²,3.380 m²,57.575528,10.189167,Hjørring Kommune
"Svellebakken 74, Veddinge Bk,  4540 Fårevejle",https://www.boliga.dk/adresse/svellebakken-74-4540-faarevejle-819240817,Fritidshus med 4 værelser,-8%  3.695.000 kr.,4,103 m²,Ejerudgift: 3.897 kr. / md.,,,
"Præstevej 52, Oplev,  9530 Støvring",https://www.boliga.dk/adresse/praestevej-52-9530-stoevring-804586914,Villa med 4 værelser,-8%  1.095.000 kr.,4,235 m²,5.678 m²,,,
"Naurvej 53,  7500 Holstebro",https://www.boliga.dk/adresse/naurvej-53-7500-holstebro-1802642289,Villa med 4 værelser,-10%  2.045.000 kr.,4,130 m²,15.624 m²,56.394951,8.537258,Holstebro Kommune
"Hyldebærvej 19, Knasborg,  9982 Ålbæk",https://www.boliga.dk/adresse/hyldebaervej-19-9982-aalbaek-1438675973,Fritidshus med 4 værelser,-9%  1.995.000 kr.,4,89 m²,Ejerudgift: 1.327 kr. / md.,57.576376,10.417681,Frederikshavn Kommune
"Gedsteddalen 9, V Hornum,  9640 Farsø",https://www.boliga.dk/adresse/gedsteddalen-9-9640-farsoe-1013319895,Landejendom med 5 værelser,4.750.000 kr.,5,253 m²,78.083 m²,,,
"Trustrupvej 32A, Trustrup,  8350 Hundslund",https://www.boliga.dk/adresse/trustrupvej-32a-8350-hundslund-1553895149,Villa med 1 værelse,1.395.000 kr.,1,333 m²,2.053 m²,55.904541,10.036673,Odder Kommune
"Gammel Horsensvej 303,  8660 Skanderborg",https://www.boliga.dk/adresse/gammel-horsensvej-303-8660-skanderborg-61946605,Villa med 5 værelser,-16%  2.095.000 kr.,5,184 m²,15.381 m²,56.01019,10.036591,Aarhus Kommune
"Gosmervej 104, Halling,  8300 Odder",https://www.boliga.dk/adresse/gosmervej-104-8300-odder-1894126606,Villa med 10 værelser,-4%  4.795.000 kr.,10,477 m²,4.353 m²,55.92609,10.213056,Odder Kommune
"Bordingvej 26,  7441 Bording",https://www.boliga.dk/adresse/bordingvej-26-7441-bording-1551241501,Landejendom med 4 værelser,-10%  875.000 kr.,4,100 m²,19.000 m²,56.143454,9.213104,Ikast-Brande Kommune
"Allindemaglevej 33, Estrup,  4100 Ringsted",https://www.boliga.dk/adresse/allindemaglevej-33-4100-ringsted-1292689634,Villa med 5 værelser,-25%  1.795.000 kr.,5,268 m²,13.069 m²,55.497034,11.727497,Ringsted Kommune
"Lille Dalbyvej 33,  4140 Borup",https://www.boliga.dk/adresse/lille-dalbyvej-33-4140-borup-1759312717,Fritidshus med 3 værelser,-14%  2.295.000 kr.,3,98 m²,Ejerudgift: 1.427 kr. / md.,55.466153,12.003067,Køge Kommune
"Hindskovvej 31, Thyregod,  7323 Give",https://www.boliga.dk/adresse/hindskovvej-31-7323-give-1972526149,Landejendom med 9 værelser,-12%  3.695.000 kr.,9,337 m²,33.896 m²,55.903244,9.251839,Vejle Kommune
"Himmelbjergvej 37,  8600 Silkeborg",https://www.boliga.dk/adresse/himmelbjergvej-37-8600-silkeborg-24248066,Villa med 4 værelser,-4%  5.250.000 kr.,4,133 m²,1.515 m²,56.125613,9.713827,Silkeborg Kommune
"Bjergbyvej 12,  7830 Vinderup",https://www.boliga.dk/adresse/bjergbyvej-12-7830-vinderup-561376449,Landejendom med 6 værelser,5.745.000 kr.,6,296 m²,69.803 m²,56.415362,8.938073,Holstebro Kommune
"Vestermarken 3, Stavtrup,  8260 Viby J",https://www.boliga.dk/adresse/vestermarken-3-8260-viby-j-1580245073,Villa med 6 værelser,6.248.000 kr.,6,234 m²,1.907 m²,56.12821,10.112377,Aarhus Kommune
"Immortellevej 17A,  2950 Vedbæk",https://www.boliga.dk/adresse/immortellevej-17a-2950-vedbaek-2037907114,Villa med 9 værelser,49.450.000 kr.,9,214 m²,2.758 m²,55.864906,12.557867,Hørsholm Kommune
"Mosevej 121,  7840 Højslev",https://www.boliga.dk/adresse/mosevej-121-7840-hoejslev-1023180958,Fritidshus med 5 værelser,-4%  1.775.000 kr.,5,122 m²,Ejerudgift: 1.425 kr. / md.,56.618418,9.28328,Skive Kommune
"Farvervej 10,  7600 Struer",https://www.boliga.dk/adresse/farvervej-10-7600-struer-478574988,Villa med 7 værelser,-10%  1.795.000 kr.,7,198 m²,2.900 m²,56.479462,8.578911,Struer Kommune
"Klintingvej 233, Stausø,  6854 Henne",https://www.boliga.dk/adresse/klintingvej-233-6854-henne-63260743,Landejendom med 6 værelser,3.295.000 kr.,6,270 m²,66.927 m²,55.732659,8.271114,Varde Kommune
"Blåbærvej 30,  8500 Grenaa",https://www.boliga.dk/adresse/blaabaervej-30-8500-grenaa-1187629407,Fritidshus med 4 værelser,-8%  5.495.000 kr.,4,147 m²,Ejerudgift: 3.420 kr. / md.,56.383899,10.902462,Norddjurs Kommune
"Højrebyvej 95,  4900 Nakskov",https://www.boliga.dk/adresse/hoejrebyvej-95-4900-nakskov-2128162494,Villa med 4 værelser,-11%  795.000 kr.,4,165 m²,1.590 m²,54.812943,11.195099,Lolland Kommune
"Storskovvej 84, Flauenskjold,  9330 Dronninglund",https://www.boliga.dk/adresse/storskovvej-84-9330-dronninglund-399961094,Villa med 6 værelser,-11%  798.000 kr.,6,163 m²,23.011 m²,57.240442,10.291139,Brønderslev Kommune
"Enø Kystvej 121, Enø,  4736 Karrebæksminde",https://www.boliga.dk/adresse/enoe-kystvej-121-4736-karrebaeksminde-1258644610,Villa med 9 værelser,-6%  6.995.000 kr.,9,269 m²,1.962 m²,55.172343,11.666117,Næstved Kommune
"Gyldenløvesvej 50,  9400 Nørresundby",https://www.boliga.dk/adresse/gyldenloevesvej-50-9400-noerresundby-1141841916,Villa med 7 værelser,-8%  2.395.000 kr.,7,172 m²,2.591 m²,57.081803,9.957444,Aalborg Kommune
"Tranelunden 15B, Veddinge,  4540 Fårevejle",https://www.boliga.dk/adresse/tranelunden-15b-4540-faarevejle-1805541173,Fritidshus med 4 værelser,-7%  6.995.000 kr.,4,119 m²,Ejerudgift: 5.648 kr. / md.,55.841822,11.434811,Odsherred Kommune
"Herredsvejen 173, Nørheden,  9500 Hobro",https://www.boliga.dk/adresse/herredsvejen-173-9500-hobro-774488573,Landejendom med 5 værelser,-5%  2.095.000 kr.,5,184 m²,43.150 m²,,,
"Fruegårdsvej 5, Svankjær,  7755 Bedsted Thy",https://www.boliga.dk/adresse/fruegaardsvej-5-7755-bedsted-thy-1061040132,Landejendom med 8 værelser,2.295.000 kr.,8,310 m²,78.250 m²,,,
"Aalborgvej 45, Kornum,  9670 Løgstør",https://www.boliga.dk/adresse/aalborgvej-45-9670-loegstoer-74426416,Landejendom med 4 værelser,-24%  645.000 kr.,4,170 m²,11.095 m²,56.959855,9.31697,Vesthimmerlands Kommune
"Morgenvej 14, Øster Sundby,  9220 Aalborg Øst",https://www.boliga.dk/adresse/morgenvej-14-9220-aalborg-oest-1399299868,Helårsgrund,-23%  995.000 kr.,1.568 m²,Ejerudgift: 541 kr. / md.,,57.043315,9.975463,Aalborg Kommune
"Håndværkervænget 7,  8970 Havndal",https://www.boliga.dk/adresse/haandvaerkervaenget-7-8970-havndal-1381611255,Villa med 5 værelser,-16%  1.050.000 kr.,5,187 m²,2.479 m²,56.651118,10.184242,Randers Kommune
"Hajstrupgade 49B, Øsby,  6100 Haderslev",https://www.boliga.dk/adresse/hajstrupgade-49b-6100-haderslev-35822160,Villa med 6 værelser,-20%  1.195.000 kr.,6,228 m²,2.239 m²,55.2549981,9.6597831,Haderslev Kommune
"Birkevej 13, Løvskal,  8850 Bjerringbro",https://www.boliga.dk/adresse/birkevej-13-8850-bjerringbro-1106329552,Villa med 5 værelser,-4%  795.000 kr.,5,142 m²,4.160 m²,56.451428,9.71823,Viborg Kommune
"Gl Kongevej 81,  8643 Ans By",https://www.boliga.dk/adresse/gl-kongevej-81-8643-ans-by-1990742900,Fritidshus med 3 værelser,-6%  848.000 kr.,3,63 m²,Ejerudgift: 914 kr. / md.,56.293783,9.65809,Silkeborg Kommune
"Vollerup Gårde 7,  4200 Slagelse",https://www.boliga.dk/adresse/vollerup-gaarde-7-4200-slagelse-690998114,Landejendom med 4 værelser,-7%  2.795.000 kr.,4,345 m²,88.417 m²,55.343528,11.413306,Slagelse Kommune
"Torpmaglevejen 85, Tømmerup,  3390 Hundested",https://www.boliga.dk/adresse/torpmaglevejen-85-3390-hundested-864264897,Villa med 9 værelser,2.875.000 kr.,9,314 m²,1.589 m²,55.97538,11.91297,Halsnæs Kommune
"Haugårdsvej 105,  9670 Løgstør",https://www.boliga.dk/adresse/haugaardsvej-105-9670-loegstoer-1888199688,Helårsgrund,-11%  174.000 kr.,1.859 m²,Ejerudgift: 169 kr. / md.,,56.974444,9.338815,Vesthimmerlands Kommune
"Bystævnet 14, Bederslev,  5450 Otterup",https://www.boliga.dk/adresse/bystaevnet-14-5450-otterup-1321314956,Villa med 5 værelser,-11%  1.195.000 kr.,5,160 m²,2.854 m²,55.549085,10.347431,Nordfyns Kommune
"Tannisbugtvej 81, Tversted,  9881 Bindslev",https://www.boliga.dk/adresse/tannisbugtvej-81-9881-bindslev-1753974616,Fritidshus med 4 værelser,-19%  1.295.000 kr.,4,96 m²,Ejerudgift: 2.226 kr. / md.,57.589192,10.18678,Hjørring Kommune
"Vestervejen 58, Nordby,  6720 Fanø",https://www.boliga.dk/adresse/vestervejen-58-6720-fanoe-1421943069,Villa med 5 værelser,-13%  1.998.000 kr.,5,181 m²,1.502 m²,55.439912,8.394496,Fanø Kommune
"Viborgvej 346, Sdr Ørum,  7840 Højslev",https://www.boliga.dk/adresse/viborgvej-346-7840-hoejslev-1255517166,Landejendom med 3 værelser,2.195.000 kr.,3,86 m²,80.323 m²,,,
"Herredsvejen 171, Klejtrup,  9500 Hobro",https://www.boliga.dk/adresse/herredsvejen-171-9500-hobro-1495942627,Landejendom med 4 værelser,-10%  2.195.000 kr.,4,171 m²,21.246 m²,,,
"Bladstrupvej 253, Lumby-Torp,  5270 Odense N",https://www.boliga.dk/adresse/bladstrupvej-253-5270-odense-n-799803258,Villa med 6 værelser,-29%  1.695.000 kr.,6,266 m²,5.850 m²,55.473998,10.349713,Odense Kommune
"Østergade 10, Ø Tørslev,  8983 Gjerlev J",https://www.boliga.dk/adresse/oestergade-10-8983-gjerlev-j-561902070,Villa med 8 værelser,-9%  1.995.000 kr.,8,233 m²,1.801 m²,,,
"Fynshovedvej 584,  5390 Martofte",https://www.boliga.dk/adresse/fynshovedvej-584-5390-martofte-616276827,Landejendom med 6 værelser,795.000 kr.,6,156 m²,20.493 m²,55.554526,10.654525,Kerteminde Kommune
"Strandbakken 11C,  3210 Vejby",https://www.boliga.dk/adresse/strandbakken-11c-3210-vejby-137101073,Fritidshus med 4 værelser,16.800.000 kr.,4,59 m²,Ejerudgift: 6.855 kr. / md.,56.084451,12.128244,Gribskov Kommune
"Røddinglundvej 2,  7480 Vildbjerg",https://www.boliga.dk/adresse/roeddinglundvej-2-7480-vildbjerg-1949944092,Villa med 6 værelser,-17%  995.000 kr.,6,197 m²,22.365 m²,56.20667,8.716824,Herning Kommune
"Skanderborgvej 16,  8370 Hadsten",https://www.boliga.dk/adresse/skanderborgvej-16-8370-hadsten-1226904438,Villa med 6 værelser,-9%  1.450.000 kr.,6,182 m²,1.532 m²,56.313068,10.044351,Favrskov Kommune
"Trabjergvej 4, Borbjerg,  7500 Holstebro",https://www.boliga.dk/adresse/trabjergvej-4-7500-holstebro-1812258984,Villa med 6 værelser,-4%  2.345.000 kr.,6,213 m²,19.713 m²,56.403917,8.80544,Holstebro Kommune
"Kastanievej 10B, Salten,  8653 Them",https://www.boliga.dk/adresse/kastanievej-10b-8653-them-1213221461,Helårsgrund,-24%  450.000 kr.,2.000 m²,Ejerudgift: 344 kr. / md.,,56.082288,9.57066,Silkeborg Kommune
"Hørstedvej 18, Hørsted,  7752 Snedsted",https://www.boliga.dk/adresse/hoerstedvej-18-7752-snedsted-1198010568,Villa med 5 værelser,-4%  1.198.000 kr.,5,180 m²,3.110 m²,56.872629,8.528729,Thisted Kommune
"Stagstrup Skolevej 9, Stagstrup,  7752 Snedsted",https://www.boliga.dk/adresse/stagstrup-skolevej-9-7752-snedsted-33067230,Villa med 5 værelser,-4%  1.295.000 kr.,5,229 m²,2.828 m²,56.875442,8.582973,Thisted Kommune
"Carlshøjvej 20, Åbjerg,  5464 Brenderup Fyn",https://www.boliga.dk/adresse/carlshoejvej-20-5464-brenderup-fyn-484519036,Villa med 3 værelser,-6%  1.495.000 kr.,3,177 m²,3.243 m²,55.495371,10.001892,Middelfart Kommune
"Mågevej 11, Østerby Havn,  9940 Læsø",https://www.boliga.dk/adresse/maagevej-11-9940-laesoe-2121553041,Villa med 4 værelser,-11%  2.095.000 kr.,4,70 m²,4.725 m²,57.320284,11.132252,Læsø Kommune
"Boring 47,  8763 Rask Mølle",https://www.boliga.dk/adresse/boring-47-8763-rask-moelle-2139807016,Landejendom med 5 værelser,-6%  3.295.000 kr.,5,275 m²,49.152 m²,55.872877,9.577789,Hedensted Kommune
"Hedebovej 48,  5474 Veflinge",https://www.boliga.dk/adresse/hedebovej-48-5474-veflinge-993091298,Villa med 6 værelser,-5%  3.995.000 kr.,6,187 m²,9.000 m²,55.460671,10.135817,Nordfyns Kommune
"Skivevej 75, Hald-Tostrup,  9500 Hobro",https://www.boliga.dk/adresse/skivevej-75-9500-hobro-1216386361,Villa med 6 værelser,4.495.000 kr.,6,285 m²,3.515 m²,,,
"Nørbysvej 14, Nørre Nissum,  7620 Lemvig",https://www.boliga.dk/adresse/noerbysvej-14-7620-lemvig-1733250905,Helårsgrund,150.000 kr.,1.507 m²,Ejerudgift: 378 kr. / md.,,56.550698,8.417747,Lemvig Kommune
"Byrumvej 22, Byrum,  9940 Læsø",https://www.boliga.dk/adresse/byrumvej-22-9940-laesoe-1967210107,Villa med 3 værelser,-9%  798.000 kr.,3,89 m²,7.450 m²,57.266686,10.96794,Læsø Kommune
"Stenøvej 23, Gyngstrup,  5450 Otterup",https://www.boliga.dk/adresse/stenoevej-23-5450-otterup-1151904718,Villa med 6 værelser,895.000 kr.,6,123 m²,3.110 m²,55.576785,10.344913,Nordfyns Kommune
"Søndergade 36, Frederiks,  7470 Karup J",https://www.boliga.dk/adresse/soendergade-36-7470-karup-j-2043690459,Villa med 5 værelser,-12%  1.495.000 kr.,5,150 m²,4.519 m²,56.336721,9.255757,Viborg Kommune
"Kanneshøjvej 42,  8585 Glesborg",https://www.boliga.dk/adresse/kanneshoejvej-42-8585-glesborg-1593302796?e=2040427,Landejendom med 6 værelser,2.795.000 kr.,6,196 m²,185.366 m²,56.506359,10.578564,Norddjurs Kommune
"Sønderbjerge 2, Vilsbæk,  6330 Padborg",https://www.boliga.dk/adresse/soenderbjerge-2-6330-padborg-1177682312,Villa med 6 værelser,-10%  4.500.000 kr.,6,206 m²,13.972 m²,54.906351,9.406432,Aabenraa Kommune
"Valsømaglevej 31, Valsømagle,  4100 Ringsted",https://www.boliga.dk/adresse/valsoemaglevej-31-4100-ringsted-1717192354,Landejendom med 7 værelser,-21%  5.495.000 kr.,7,269 m²,53.413 m²,55.483442,11.831247,Ringsted Kommune
"Nørre Knoldevej 17, Skal Klit,  9800 Hjørring",https://www.boliga.dk/adresse/noerre-knoldevej-17-9800-hjoerring-2127919161,Fritidshus med 4 værelser,6.495.000 kr.,4,147 m²,Ejerudgift: 1.693 kr. / md.,,,
"Rørtangvej 1A-C,  3070 Snekkersten",https://www.boliga.dk/adresse/roertangvej-1-3070-snekkersten-578141491,Landejendom med 10 værelser,-20%  11.995.000 kr.,10,881 m²,51.000 m²,56.0127002,12.5554663,Helsingør Kommune
